ProdID,UPC,Category,Brand,Model,Model Description,Size,Color,MSRP,MAP,Each Cost,Manufacturer Prod,COO,Discontinued,UOM,Weight,Length,Width,Height,ORMD,Product Description,Replacement,Substitute,Recently Updated,
CL4215,708752203914,T-Shirt,Surly,MSURLY83,Merino Raglan T-Shirt,X-Large,Tan/Black,65.00,65.00,37.50,04-000784,CN,No,EA,0.45,13.25,10.25,0.25,No,Surly Raglan Shirt: Tan/Black XL,,,,
CL4217,708752203952,T-Shirt,Surly,MSURLY83,Merino Raglan T-Shirt,X-Small,Blue,65.00,65.00,37.50,04-000784,CN,No,EA,0.35,13.25,10.25,0.25,No,Surly Raglan Shirt: Blue XS,,,,
CL4218,708752203976,T-Shirt,Surly,MSURLY83,Merino Raglan T-Shirt,Small,Blue,65.00,65.00,37.50,04-000784,CN,No,EA,0.35,13.25,10.25,0.25,No,Surly Raglan Shirt: Blue SM,,,,
CL4219,708752203990,T-Shirt,Surly,MSURLY83,Merino Raglan T-Shirt,Medium,Blue,65.00,65.00,37.50,04-000784,CN,No,EA,0.40,13.25,10.25,0.25,No,Surly Raglan Shirt: Blue MD,,,,
CL4220,708752204010,T-Shirt,Surly,MSURLY83,Merino Raglan T-Shirt,Large,Blue,65.00,65.00,37.50,04-000784,CN,No,EA,0.35,13.25,10.25,0.25,No,Surly Raglan Shirt: Blue LG,,,,
CL4221,708752204034,T-Shirt,Surly,MSURLY83,Merino Raglan T-Shirt,X-Large,Blue,65.00,65.00,37.50,04-000784,CN,No,EA,0.45,13.25,10.25,0.25,No,Surly Raglan Shirt: Blue XL,,,,
CL4222,708752204058,T-Shirt,Surly,MSURLY83,Merino Raglan T-Shirt,2X-Large,Blue,65.00,65.00,37.50,04-000784,CN,No,EA,0.50,13.25,10.25,0.25,No,Surly Raglan Shirt: Blue 2XL,,,,
CL4224,708752204171,T-Shirt,Surly,MSURLY82,Merino Pocket T-Shirt,Medium,Tan,60.00,60.00,35.00,04-000779,CN,No,EA,0.35,13.25,10.25,0.25,No,Surly Merino Pocket T-Shirt: Tan MD,,,,
CL4225,708752204195,T-Shirt,Surly,MSURLY82,Merino Pocket T-Shirt,Large,Tan,60.00,60.00,35.00,04-000779,CN,No,EA,0.35,13.25,10.25,0.25,No,Surly Merino Pocket T-Shirt: Tan LG,,,,
CL4226,708752204218,T-Shirt,Surly,MSURLY82,Merino Pocket T-Shirt,X-Large,Tan,60.00,60.00,35.00,04-000779,CN,No,EA,0.40,13.25,10.25,0.25,No,Surly Merino Pocket T-Shirt: Tan XL,,,,
CL4227,708752204232,T-Shirt,Surly,MSURLY82,Merino Pocket T-Shirt,2X-Large,Tan,60.00,60.00,35.00,04-000779,CN,No,EA,0.40,13.25,10.25,0.25,No,Surly Merino Pocket T-Shirt: Tan 2XL,,,,
CL4294,708752204430,Scarf,Surly,MSURLY70,Merino Scarf,,,35.00,35.00,20.00,04-000783,CN,No,EA,0.20,13.25,10.25,0.25,No,Surly Scarf: Blue/Gray One Size,,,,
CL4296,708752204478,Scarf,Surly,MSURLY70,Merino Scarf,,,35.00,35.00,20.00,04-000783,CN,No,EA,0.20,13.25,10.25,0.25,No,Surly Scarf: Gray/Orange One Size,,,,
CL4946,708752178113,Baseball and Trucker Cap,Surly,MSURLY85,Utility Trucker Hat,One Size,Black,25.00,25.00,15.00,04-000882,CN,No,EA,0.20,8.00,7.25,4.25,No,Surly Utility Trucker Cap: Black One Size ,,,2018-04-26,
CL4947,708752178137,Patch,Surly,MSURLY17,Surly Patch,,,4.00,4.00,2.00,04-000882,CN,No,EA,0.01,2.50,2.50,0.13,No,Surly Utility Patch: Gray/Black,,,,
CL4948,708752202405,Baseball and Trucker Cap,Surly,MSURLY05,Name Patch Trucker Hat,One Size,Gray,25.00,25.00,15.00,04-000899,CN,No,EA,0.30,9.00,7.00,4.50,No,Surly Name Patch Trucker Hat: Gray/Green One Size,,,2018-04-26,
CL4983,,Patch,Surly,MSURLY17,Surly Patch,,,4.00,4.00,2.00,,CN,No,,0.01,2.00,2.00,0.01,No,Surly Trail Patch: Black/Gray,,,,
CL4984,,Patch,Surly,MSURLY17,Surly Patch,,,4.00,4.00,2.00,,CN,No,,0.01,2.00,2.00,0.01,No,Surly Omniterra Patch: Black/Gray,,,,
CL4985,,Patch,Surly,MSURLY17,Surly Patch,,,4.00,4.00,2.00,,CN,No,,0.01,2.00,2.00,0.01,No,Surly Pavement Patch: Black/Gray,,,,
CL4986,,Patch,Surly,MSURLY17,Surly Patch,,,4.00,4.00,2.00,,CN,No,,0.01,2.00,2.00,0.01,No,Surly Haulin' Patch: Black/Gray,,,,
CL4987,,Patch,Surly,MSURLY17,Surly Patch,,,4.00,4.00,2.00,,CN,No,,0.01,2.00,2.00,0.01,No,Surly Touring Patch: Black/Gray,,,,
CL4988,708752220980,Baseball and Trucker Cap,Surly,24653,Logo Baseball Cap,Small/Medium,Black,25.00,25.00,15.00,04-000982,BD,No,EA,0.20,7.25,6.75,4.25,No,Surly Logo Baseball Cap: Black/Black SM/MD,,,,
CL4989,708752221000,Baseball and Trucker Cap,Surly,24653,Logo Baseball Cap,Large/XL,Black,25.00,25.00,15.00,04-000982,BD,No,EA,0.20,7.75,7.25,4.25,No,Surly Logo Baseball Cap: Black/Black LG/XL,,,,
CL4990,708752223448,Patch,Surly,MSURLY17,Surly Patch,,,4.00,4.00,2.00,04-000989,CN,No,EA,0.01,2.00,2.00,0.13,No,Surly Derby Crew Patch: Yellow/Black,,,,
CL4991,,Patch,Surly,MSURLY17,Surly Patch,,,5.00,5.00,2.50,04-000990,CN,No,,0.01,3.00,2.50,0.13,No,Surly Fatties Fit Fine Patch: Black/Red,,,,
CL4992,,Patch,Surly,MSURLY17,Surly Patch,,,4.00,4.00,2.00,04-000991,CN,No,,0.05,4.25,1.50,0.13,No,Surly Ride Loaded Patch: 4.25x1.38 Light Army Green/Black,,,,
CL5107,708752134058,T-Shirt,Surly,MSURLY788,Logo T-Shirt,Small,Green,28.00,28.00,17.00,04-000707,PE,No,EA,0.30,10.00,8.00,1.00,No,Surly Logo T-Shirt: Green SM,,,,
CL5108,708752134041,T-Shirt,Surly,MSURLY788,Logo T-Shirt,Medium,Green,28.00,28.00,17.00,04-000707,PE,No,EA,0.35,10.00,8.50,0.50,No,Surly Logo T-Shirt: Green MD,,,,
CL5109,708752134034,T-Shirt,Surly,MSURLY788,Logo T-Shirt,Large,Green,28.00,28.00,17.00,04-000707,PE,No,EA,0.35,10.00,8.50,0.50,No,Surly Logo T-Shirt: Green LG,,,,
CL5112,708752134003,T-Shirt,Surly,MSURLY788,Logo T-Shirt,Small,Green,28.00,28.00,17.00,04-000707,PE,No,EA,0.25,10.00,8.00,1.00,No,Surly Logo Women's T-Shirt: Green SM,,,,
CL5114,708752133983,T-Shirt,Surly,MSURLY788,Logo T-Shirt,Large,Green,28.00,28.00,17.00,04-000707,PE,No,EA,0.30,8.00,8.00,0.25,No,Surly Logo Women's T-Shirt: Green LG,,,,
CL5115,708752133976,T-Shirt,Surly,MSURLY788,Logo T-Shirt,X-Large,Green,28.00,28.00,17.00,04-000707,PE,No,EA,0.30,8.00,8.00,0.25,No,Surly Logo Women's T-Shirt: Green XL,,,,
CL5116,708752154841,T-Shirt,Surly,MSURLY788,Logo T-Shirt,Small,Blue,28.00,28.00,17.00,04-000792,PE,No,EA,0.30,10.00,8.25,0.75,No,Surly Men's Logo T-Shirt: Blue SM,,,,
CL5117,708752154834,T-Shirt,Surly,MSURLY788,Logo T-Shirt,Medium,Blue,28.00,28.00,17.00,04-000792,PE,No,EA,0.34,10.00,8.75,0.50,No,Surly Men's Logo T-Shirt: Blue MD,,,,
CL5118,708752154827,T-Shirt,Surly,MSURLY788,Logo T-Shirt,Large,Blue,28.00,28.00,17.00,04-000792,PE,No,EA,0.36,10.75,8.00,0.50,No,Surly Men's Logo T-Shirt: Blue LG,,,,
CL5119,708752154810,T-Shirt,Surly,MSURLY788,Logo T-Shirt,X-Large,Blue,28.00,28.00,17.00,04-000792,PE,No,EA,0.38,10.00,8.25,0.75,No,Surly Men's Logo T-Shirt: Blue XL,,,,
CL5121,708752154797,T-Shirt,Surly,MSURLY788,Logo T-Shirt,Small,Blue,28.00,28.00,17.00,04-000792,PE,No,EA,0.22,10.00,8.25,0.75,No,Surly Logo Women's T-Shirt: Blue SM,,,,
CL5122,708752154780,T-Shirt,Surly,MSURLY788,Logo T-Shirt,Medium,Blue,28.00,28.00,17.00,04-000792,PE,No,EA,0.24,10.00,8.25,0.75,No,Surly Logo Women's T-Shirt: Blue MD,,,,
CL5123,708752154773,T-Shirt,Surly,MSURLY788,Logo T-Shirt,Large,Blue,28.00,28.00,17.00,04-000792,PE,No,EA,0.26,10.00,8.25,0.75,No,Surly Logo Women's T-Shirt: Blue LG,,,,
CL5124,708752154766,T-Shirt,Surly,MSURLY788,Logo T-Shirt,X-Large,Blue,28.00,28.00,17.00,04-000792,PE,No,EA,0.28,10.00,8.25,0.75,No,Surly Logo Women's T-Shirt: Blue XL,,,,
CL5125,708752227668,T-Shirt,Surly,MSURLY100,Kill Your Television T-Shirt,Small,Black,28.00,28.00,17.00,04-000988,PE,No,EA,0.30,10.50,8.00,0.25,No,Surly Kill Your Television Women's T-Shirt: Black SM,,,,
CL5126,708752227682,T-Shirt,Surly,MSURLY100,Kill Your Television T-Shirt,Medium,Black,28.00,28.00,17.00,04-000988,PE,No,EA,0.30,10.50,8.00,0.25,No,Surly Kill Your Television Women's T-Shirt: Black MD,,,,
CL5127,708752227705,T-Shirt,Surly,MSURLY100,Kill Your Television T-Shirt,Large,Black,28.00,28.00,17.00,04-000988,PE,No,EA,0.30,10.50,8.00,0.25,No,Surly Kill Your Television Women's T-Shirt: Black LG,,,,
CL5128,708752227729,T-Shirt,Surly,MSURLY100,Kill Your Television T-Shirt,X-Large,Black,28.00,28.00,17.00,04-000988,PE,No,EA,0.30,10.50,8.00,0.25,No,Surly Kill Your Television Women's T-Shirt: Black XL,,,,
CL5130,708752154759,Headbands and Ear Protection,Surly,28320,Junk Rag Bandanna,One Size,Black,10.00,10.00,5.00,,US,No,EA,0.08,9.50,9.50,0.25,No,Surly Junk Rag: Black,,,,
CL5131,708752159921,T-Shirt,Surly,MSURLY66,Logo LS T-Shirt,Small,Black/White,28.00,28.00,17.00,04-000803,HN,No,EA,0.30,9.00,8.50,0.50,No,Surly Logo Long Sleeve Women's T-Shirt: Black/White SM,,,,
CL5132,708752159914,T-Shirt,Surly,MSURLY66,Logo LS T-Shirt,Medium,Black/White,28.00,28.00,17.00,04-000803,HN,No,EA,0.32,9.00,8.50,0.50,No,Surly Logo Long Sleeve Women's T-Shirt: Black/White MD,,,,
CL5133,708752159907,T-Shirt,Surly,MSURLY66,Logo LS T-Shirt,Large,Black/White,28.00,28.00,17.00,04-000803,HN,No,EA,0.36,9.00,8.50,0.50,No,Surly Logo Long Sleeve Women's T-Shirt: Black/White LG,,,,
CL5134,708752159891,T-Shirt,Surly,MSURLY66,Logo LS T-Shirt,X-Large,Black/White,28.00,28.00,17.00,04-000803,HN,No,EA,0.42,9.00,8.50,0.50,No,Surly Logo Long Sleeve Women's T-Shirt: Black/White XL,,,,
CL5135,708752227743,T-Shirt,Surly,MSURLY100,Kill Your Television T-Shirt,Small,Black,28.00,28.00,17.00,04-000988,PE,No,EA,0.30,10.50,8.00,0.25,No,Surly Kill Your Television Men's T-Shirt: Black SM,,,,
CL5136,708752227767,T-Shirt,Surly,MSURLY100,Kill Your Television T-Shirt,Medium,Black,28.00,28.00,17.00,04-000988,PE,No,EA,0.30,10.50,8.00,0.25,No,Surly Kill Your Television Men's T-Shirt: Black MD,,,,
CL5137,708752227781,T-Shirt,Surly,MSURLY100,Kill Your Television T-Shirt,Large,Black,28.00,28.00,17.00,04-000988,PE,No,EA,0.30,10.50,8.00,0.25,No,Surly Kill Your Television Men's T-Shirt: Black LG,,,,
CL5138,708752227804,T-Shirt,Surly,MSURLY100,Kill Your Television T-Shirt,X-Large,Black,28.00,28.00,17.00,04-000988,PE,No,EA,0.30,10.50,8.00,0.25,No,Surly Kill Your Television Men's T-Shirt: Black XL,,,,
CL5140,708752162440,T-Shirt,Surly,MSURLY28,Sacked T-Shirt,Small,Purple,28.00,28.00,17.00,04-000814,PE,No,EA,4.20,11.00,9.00,0.50,No,Surly Sacked Men's T-Shirt: Purple SM,,,,
CL5141,708752162433,T-Shirt,Surly,MSURLY28,Sacked T-Shirt,Medium,Purple,28.00,28.00,17.00,04-000814,PE,No,EA,0.65,10.25,7.75,0.50,No,Surly Sacked Men's T-Shirt: Purple MD,,,,
CL5143,708752162419,T-Shirt,Surly,MSURLY28,Sacked T-Shirt,X-Large,Purple,28.00,28.00,17.00,04-000814,PE,No,EA,0.36,11.00,9.00,0.50,No,Surly Sacked Men's T-Shirt: Purple XL,,,,
CL5149,708752163072,T-Shirt,Surly,MSURLY557,Hang a Leg T-Shirt,Small,Blue,28.00,28.00,17.00,04-000827,PE,No,EA,0.30,8.75,5.00,1.00,No,Surly Hang a Leg Men's T-Shirt: Blue SM,,,,
CL5150,708752163065,T-Shirt,Surly,MSURLY557,Hang a Leg T-Shirt,Medium,Blue,28.00,28.00,17.00,04-000827,PE,No,EA,0.30,8.75,0.50,10.75,No,Surly Hang a Leg Men's T-Shirt: Blue MD,,,,
CL5151,708752163058,T-Shirt,Surly,MSURLY557,Hang a Leg T-Shirt,Large,Blue,28.00,28.00,17.00,04-000827,PE,No,EA,0.30,8.75,0.50,10.75,No,Surly Hang a Leg Men's T-Shirt: Blue LG,,,,
CL5152,708752163041,T-Shirt,Surly,MSURLY557,Hang a Leg T-Shirt,X-Large,Blue,28.00,28.00,17.00,04-000827,PE,No,EA,0.40,8.75,6.00,1.00,No,Surly Hang a Leg Men's T-Shirt: Blue XL,,,,
CL5154,708752163027,T-Shirt,Surly,MSURLY557,Hang a Leg T-Shirt,Small,Blue,28.00,28.00,17.00,04-000827,PE,No,EA,0.25,8.75,5.00,1.00,No,Surly Hang a Leg Women's T-Shirt: Blue SM,,,,
CL5155,708752163010,T-Shirt,Surly,MSURLY557,Hang a Leg T-Shirt,Medium,Blue,28.00,28.00,17.00,04-000827,PE,No,EA,0.25,9.50,4.50,0.75,No,Surly Hang a Leg Women's T-Shirt: Blue MD,,,,
CL5156,708752163003,T-Shirt,Surly,MSURLY557,Hang a Leg T-Shirt,Large,Blue,28.00,28.00,17.00,04-000827,PE,No,EA,0.25,8.75,5.00,1.25,No,Surly Hang a Leg Women's T-Shirt: Blue LG,,,,
CL5157,708752162990,T-Shirt,Surly,MSURLY557,Hang a Leg T-Shirt,X-Large,Blue,28.00,28.00,17.00,04-000827,PE,No,EA,0.30,10.75,8.75,0.50,No,Surly Hang a Leg Women's T-Shirt: Blue XL,,,,
CL5158,708752213326,T-Shirt,Surly,MSURLY82,Merino Pocket T-Shirt,Small,Black,60.00,60.00,35.00,04-000779,CN,No,EA,0.35,13.25,10.25,0.25,No,Surly Merino Pocket T-Shirt: Black SM,,,,
CL5159,708752213340,T-Shirt,Surly,MSURLY82,Merino Pocket T-Shirt,Medium,Black,60.00,60.00,35.00,04-000779,CN,No,EA,0.35,13.25,10.25,0.25,No,Surly Merino Pocket T-Shirt: Black MD,,,,
CL5160,708752213364,T-Shirt,Surly,MSURLY82,Merino Pocket T-Shirt,Large,Black,60.00,60.00,35.00,04-000779,CN,No,EA,0.35,13.25,10.25,0.25,No,Surly Merino Pocket T-Shirt: Black LG,,,,
CL5161,708752213388,T-Shirt,Surly,MSURLY82,Merino Pocket T-Shirt,X-Large,Black,60.00,60.00,35.00,04-000779,CN,No,EA,0.40,13.25,10.25,0.25,No,Surly Merino Pocket T-Shirt: Black XL,,,,
CL5162,708752213401,T-Shirt,Surly,MSURLY82,Merino Pocket T-Shirt,2X-Large,Black,60.00,60.00,35.00,04-000779,CN,No,EA,0.40,13.25,10.25,0.25,No,Surly Merino Pocket T-Shirt: Black 2XL,,,,
CL5940,708752125483,T-Shirt,Surly,MSURLY77,Long Haul Trucker Edna T-Shirt,Large,Black,28.00,28.00,17.00,PCC-566-LG,PE,No,EA,0.30,8.00,8.00,0.25,No,Surly Long Haul Trucker Edna T-Shirt: Black LG,,,,
CL5941,708752125476,T-Shirt,Surly,MSURLY77,Long Haul Trucker Edna T-Shirt,X-Large,Black,28.00,28.00,17.00,PCC-566-XL,PE,No,EA,0.30,8.00,8.00,0.25,No,Surly Long Haul Trucker Edna T-Shirt: Black XL,,,,
CL5945,708752125438,T-Shirt,Surly,MSURLY78,Long Haul Trucker Joe T-Shirt,Large,Black,28.00,28.00,17.00,PCC-566-LG-W,PE,No,EA,0.28,8.75,7.50,0.75,No,Surly Long Haul Trucker Joe Women's T-Shirt: Black LG,,,,
CL6010,708752131897,T-Shirt,Surly,MSURLY788,Logo T-Shirt,Small,Purple,28.00,28.00,17.00,PCC-875,PE,No,EA,0.32,10.75,7.50,1.00,No,Surly Logo T-Shirt: Purple SM,,,,
CL6011,708752131880,T-Shirt,Surly,MSURLY788,Logo T-Shirt,Medium,Purple,28.00,28.00,17.00,PCC-875,PE,No,EA,0.36,10.75,7.50,1.00,No,Surly Logo T-Shirt: Purple MD,,,,
CL6012,708752131873,T-Shirt,Surly,MSURLY788,Logo T-Shirt,Large,Purple,28.00,28.00,17.00,PCC-875,PE,No,EA,0.38,10.75,7.50,1.00,No,Surly Logo T-Shirt: Purple LG,,,,
CL6013,708752131866,T-Shirt,Surly,MSURLY788,Logo T-Shirt,X-Large,Purple,28.00,28.00,17.00,PCC-875,PE,No,EA,0.42,10.75,7.50,1.00,No,Surly Logo T-Shirt: Purple XL,,,,
CL6016,708752131835,T-Shirt,Surly,MSURLY788,Logo T-Shirt,Medium,Purple,28.00,28.00,17.00,PCC-875,PE,No,EA,0.25,8.75,8.50,1.75,No,Surly Women's Logo T-Shirt: Purple MD,,,,
CL6017,708752131828,T-Shirt,Surly,MSURLY788,Logo T-Shirt,Large,Purple,28.00,28.00,17.00,PCC-875,PE,No,EA,0.30,9.00,7.50,1.00,No,Surly Women's Logo T-Shirt: Purple LG,,,,
CL6018,708752131811,T-Shirt,Surly,MSURLY788,Logo T-Shirt,X-Large,Purple,28.00,28.00,17.00,PCC-875,PE,No,EA,0.30,9.00,7.50,1.00,No,Surly Women's Logo T-Shirt: Purple XL,,,,
CL6981,708752116658,T-Shirt,Surly,MSURLY73,Steamroller T-Shirt,X-Large,Black,28.00,28.00,17.00,PCC-508-XL,PE,No,EA,0.30,10.00,8.00,0.50,No,Surly LGCY Steamroller T-Shirt: Black XL,,,,
CL6985,708752116610,T-Shirt,Surly,MSURLY73,Steamroller T-Shirt,Medium,Black,28.00,28.00,17.00,PCC-508-MD,PE,No,EA,0.30,10.00,8.00,0.50,No,Surly LGCY Steamroller Women's T-Shirt: Black MD,,,,
CL6986,708752116603,T-Shirt,Surly,MSURLY73,Steamroller T-Shirt,Large,Black,28.00,28.00,17.00,PCC-508-LG,PE,No,EA,0.30,10.00,8.00,0.50,No,Surly LGCY Steamroller Women's T-Shirt: Black  LG,,,,
CL9082,708752124356,T-Shirt,Surly,MSURLY35,Straggler T-Shirt,Small,Purple,28.00,28.00,17.00,PCC-728,PE,No,EA,0.38,10.00,9.00,0.50,No,Surly Straggler T-Shirt: Purple SM,,,,
CL9083,708752124349,T-Shirt,Surly,MSURLY35,Straggler T-Shirt,Medium,Purple,28.00,28.00,17.00,PCC-728,PE,No,EA,0.38,10.00,9.00,0.50,No,Surly Straggler T-Shirt: Purple MD,,,,
CL9084,708752124332,T-Shirt,Surly,MSURLY35,Straggler T-Shirt,Large,Purple,28.00,28.00,17.00,PCC-729,PE,No,EA,0.38,10.00,9.00,0.50,No,Surly Straggler T-Shirt: Purple LG,,,,
CL9085,708752124325,T-Shirt,Surly,MSURLY35,Straggler T-Shirt,X-Large,Purple,28.00,28.00,17.00,PCC-729,PE,No,EA,0.38,10.00,9.00,0.50,No,Surly Straggler T-Shirt: Purple XL,,,,
CL9087,708752124301,T-Shirt,Surly,MSURLY35,Straggler T-Shirt,Small,Purple,28.00,28.00,17.00,PCC-729,PE,No,EA,0.38,10.00,9.00,0.50,No,Surly Straggler Women's T-Shirt: Purple SM,,,,
CL9089,708752124288,T-Shirt,Surly,MSURLY35,Straggler T-Shirt,Large,Purple,28.00,28.00,17.00,PCC-729,PE,No,EA,0.38,10.00,9.00,0.50,No,Surly Straggler Women's T-Shirt: Purple LG,,,,
CL9090,708752124271,T-Shirt,Surly,MSURLY35,Straggler T-Shirt,X-Large,Purple,28.00,28.00,17.00,PCC-729,PE,No,EA,0.38,10.00,9.00,0.50,No,Surly Straggler Women's T-Shirt: Purple XL,,,,
CL9091,708752212305,T-Shirt,Surly,MSURLY10,Lounging Tiger&#44; Hidden Tire T-Shirt,Small,Purple,28.00,28.00,17.00,04-000901,PE,No,EA,0.35,10.50,8.75,0.50,No,Surly Lounging Tiger Hidden Tire Men's T-Shirt: Purple SM,,,,
CL9092,708752212329,T-Shirt,Surly,MSURLY10,Lounging Tiger&#44; Hidden Tire T-Shirt,Medium,Purple,28.00,28.00,17.00,04-000901,PE,No,EA,0.35,10.50,8.75,0.50,No,Surly Lounging Tiger Hidden Tire Men's T-Shirt: Purple MD,,,,
CL9093,708752212343,T-Shirt,Surly,MSURLY10,Lounging Tiger&#44; Hidden Tire T-Shirt,Large,Purple,28.00,28.00,17.00,04-000901,PE,No,EA,0.40,10.50,8.75,0.50,No,Surly Lounging Tiger Hidden Tire Men's T-Shirt: Purple LG,,,,
CL9094,708752212367,T-Shirt,Surly,MSURLY10,Lounging Tiger&#44; Hidden Tire T-Shirt,X-Large,Purple,28.00,28.00,17.00,04-000901,PE,No,EA,0.40,10.50,8.75,0.50,No,Surly Lounging Tiger Hidden Tire Men's T-Shirt: Purple XL,,,,
CL9096,708752212404,T-Shirt,Surly,MSURLY10,Lounging Tiger&#44; Hidden Tire T-Shirt,Small,Purple,28.00,28.00,17.00,04-000901,PE,No,EA,0.25,8.50,7.00,0.75,No,Surly Lounging Tiger Hidden Tire Women's T-Shirt: Purple SM,,,,
CL9097,708752212428,T-Shirt,Surly,MSURLY10,Lounging Tiger&#44; Hidden Tire T-Shirt,Medium,Purple,28.00,28.00,17.00,04-000901,PE,No,EA,0.25,10.50,8.75,0.50,No,Surly Lounging Tiger Hidden Tire Women's T-Shirt: Purple MD,,,,
CL9099,708752212466,T-Shirt,Surly,MSURLY10,Lounging Tiger&#44; Hidden Tire T-Shirt,X-Large,Purple,28.00,28.00,17.00,04-000901,PE,No,EA,0.30,9.50,8.25,0.50,No,Surly Lounging Tiger Hidden Tire Women's T-Shirt: Purple XL,,,,
CL9125,708752119819,Caps and Beanies,Surly,MSURLY81,Merino Beanie,One Size,Gray/Purple,40.00,40.00,20.00,,CN,No,EA,0.28,11.00,4.75,2.00,No,Surly Merino Wool Beanie Gray/Purple Stripe One Size,,,,
CL9634,708752157620,T-Shirt,Surly,MSURLY667,Long Haul Trucker Joe LS T-Shirt,X-Large,Black,28.00,28.00,17.00,04-000805,NI,No,EA,0.44,11.25,9.50,1.00,No,Surly Long Haul Trucker Joe Men's Long Sleeve Shirt: Black XL,,,,
CL9667,708752131972,T-Shirt,Surly,MSURLY27,Safety First Long Haul Trucker T-Shirt,Large,Black,28.00,28.00,17.00,PCC-810,PE,No,EA,0.30,8.00,8.00,0.25,No,Surly Safety First Long Haul Trucker George Women's T-Shirt: Black LG,,,,
CL9980,708752057869,T-Shirt,Surly,MSURLY66,Logo LS T-Shirt,X-Large,Black,24.00,24.00,14.00,ANVIL 949 BLACK,HN,No,EA,0.57,11.00,9.50,1.00,No,Surly Long Sleeve Logo T-Shirt: Black~ XL,,,,
CP0015,708752055162,Crank Arm Fixing Bolt,Surly,24673,Bearing Adjust Caps,,,6.50,6.50,3.25,NEW LONGER PRE-LOAD CA,TW,No,EA,0.02,1.00,1.00,0.50,No,Surly Bearing Pre-Load Cap Silver Non-Drive Crank Bolt,,,,
CP0016,708752039711,Crank Arm Fixing Bolt,Surly,24673,Bearing Adjust Caps,,,6.50,6.50,3.25,SURLY-NONDRIVE CAP BLK,TW,No,EA,0.01,4.00,3.25,0.25,No,Surly Bearing Pre-Load Cap Black Non-Drive Crank Bolt,,,,
CR0014,708752103238,Crank Part,Surly,surly_crank_par,Crank Parts,,,2.00,2.00,1.00,DRIVE ARM STOP WASHER,TW,No,EA,0.10,0.00,1.00,0.50,No,Mr Whirly Drive Arm stop Washer,,,,
CR0017,708752039728,Crank Arm Fixing Bolt,Surly,24640,Mr Whirly,,,6.50,6.50,3.25,CR0017,TW,No,EA,0.02,0.00,3.00,0.75,No,Surly Mr Whirly PTO Bolt Set Drive Side Silver,,,,
CR0018,708752039735,Crank Arm Fixing Bolt,Surly,24640,Mr Whirly,,,6.50,6.50,3.25,CR0018,TW,No,EA,0.02,0.00,3.00,0.75,No,Surly Mr Whirly PTO Bolt Set Drive Side Black,,,,
CR0026,708752039629,Crank Spider,Surly,9946,Mr. Whirly,,Black,64.75,64.75,41.00,CR0026,TW,No,EA,0.20,4.25,4.00,0.50,No,Surly Mr. Whirly Spider 58/94mm BCD Black,,CR0027,,
CR0027,708752039636,Crank Spider,Surly,9946,Mr. Whirly,,Black,64.75,64.75,41.00,CR0027,TW,No,EA,0.20,4.25,4.00,0.50,No,Surly Mr. Whirly Spider 58/94mm BCD Silver,,CR0026,,
CR0028,708752039643,Crank Spider,Surly,9946,Mr. Whirly,,Black,64.75,64.75,41.00,SURLY SPIDER 58/104 BL,TW,No,EA,0.09,4.00,4.50,0.25,No,Surly Mr. Whirly Spider 58/104mm BCD Black,,,,
CR0029,708752039650,Crank Spider,Surly,9946,Mr. Whirly,,Silver,64.75,64.75,41.00,CR0029,TW,No,EA,0.20,5.00,5.00,0.50,No,Surly Mr. Whirly Spider 58/104mm BCD Silver,,,,
CR0030,708752039667,Crank Spider,Surly,9946,Mr. Whirly,,Silver,64.75,64.75,41.00,CR0030,TW,No,EA,0.20,5.00,5.00,0.50,No,Surly Mr. Whirly Spider 58/110mm BCD Black,,CR0031,,
CR0031,708752039674,Crank Spider,Surly,9946,Mr. Whirly,,Silver,64.75,64.75,41.00,CR0031,TW,No,EA,0.20,5.00,5.00,0.50,No,Surly Mr. Whirly Spider 58/110mm BCD Silver,,CR0030,,
CR0032,708752039681,Spindle,Surly,24679,Mr. Whirly,,,57.50,57.50,37.00,CR0032,TW,No,EA,0.10,0.00,1.00,1.00,No,Surly Mr. Whirly Spindle for 68/73mm BB Shells 50mm Chainline,,,,
CR0033,708752039698,Spindle,Surly,24679,Mr. Whirly,,,62.50,62.50,40.00,CR0033,TW,No,EA,0.10,0.00,4.00,1.00,No,Surly Mr. Whirly Spindle for 100mm BB Shells Pugsley,,,,
CR0042,708752049994,Spindle,Surly,24679,Mr. Whirly,,,57.50,57.50,37.00,CR0042,TW,No,EA,0.20,0.00,4.00,1.00,No,Surly Mr. Whirly Spindle for 68mm BB Shells 47.5mm Chainline,,,,
CR0043,708752074064,Spindle,Surly,24679,Mr. Whirly,,,72.00,72.00,36.00,CR0043,TW,No,EA,0.47,0.00,4.00,1.00,No,Surly Mr. Whirly Spindle for 100mm BB Shells Moonlander,,,,
CR0048,708752042896,Chainring,Surly,2038,Stainless 5-Bolt,,Silver,44.00,44.00,22.00,CR0048,TW,No,EA,0.20,6.75,6.25,0.25,No,Surly Ring 38t x 110mm Stainless Steel,,,,
CR0049,708752042902,Chainring,Surly,2038,Stainless 5-Bolt,,Silver,44.00,44.00,22.00,CR0049,TW,No,EA,0.26,7.00,6.50,0.13,No,Surly Ring 39t x 110mm Stainless Steel,,,,
